Input1,Input2,Input3,Input4,Input5,Input6,Output
34,14,2.079967,3.526361,46.9,5,26
27,8,2.497322,3.713572,0,15,26
62,12,2.497322,3.610918,30,14,26
67,9,2.497322,1.609438,30,8,26
33,12,2.497322,2.397895,30,28,26
25,12,2.222574,3.713572,35,20,26
55,8,2.222574,3.73767,3,24,26
35,16,2.222574,2.639057,19,6,26
54,12,2.222574,2.833213,46,13,26
56,9,2.650789,4.158883,75,31,26
23,16,2.650789,4.094345,6,42,26
25,12,2.650789,3.367296,0,17,26
28,12,3.046359,3.433987,0,42,26
29,16,3.046359,3.496508,0,34.5,26
35,12,3.046359,2.302585,0,46,26
27,11,2.137232,4.143135,24,4,26
70,12,2.137232,4.189655,24,31,26
70,12,2.55741,1.94591,0,26,26
34,12,2.55741,3.401197,0,45,26
55,12,2.55741,4.094345,12,6,26
47,12,2.55741,4.110874,15,6,26
66,10,2.55741,3.555348,22,8,26
36,12,2.55741,1.386294,21.3,19,26
47,12,2.310659,4.204692,29,19,26
23,12,2.310659,4.204692,15,15,26
29,12,2.310659,3.218876,22.92,30,26
81,5,2.19246,3.367296,37,13,26
34,9,2.19246,4.204692,44,13,26
58,14,2.19246,3.688879,56.784,26,26
72,12,2.19246,1.098612,18,23.5,26
27,8,2.19246,4.204692,10,19,26
21,12,2.19246,2.079442,11.271,34,26
19,10,2.64021,4.174387,0.018,17,26
58,17,2.64021,3.367296,0,49,26
61,12,2.64021,4.143135,5,3,26
67,12,2.64021,3.295837,50,22,26
66,12,2.64021,2.302585,35,16,26
85,12,1.527043,4.26268,25,25,26
62,14,1.86668,2.944439,23,17.5,26
41,13,1.86668,3.7612,30,30.5,26
45,12,1.86668,3.713572,0,44,26
74,8,1.86668,2.302585,0,44.5,26
50,12,2.998354,3.526361,12.593,22,26
42,9,2.998354,2.079442,5.172,11,26
30,12,2.998354,4.304065,15,24,26
40,20,2.998354,4.317488,15,15,26
59,12,2.998354,3.433987,18,4,26
25,12,2.288327,3.583519,0,43,26
76,12,2.288327,3.688879,31,21,26
32,13,2.288327,3.713572,30,17,26
29,16,2.288327,1.94591,0,49,26
53,12,2.899297,2.639057,10,28,26
24,12,2.899297,3.610918,17,18,26
57,10,2.899297,3.637586,89,22,26
60,12,2.899297,2.70805,51.649,19,26
52,12,2.899297,2.302585,15,12,26
61,12,1.084985,3.850147,15,8.5,26
72,12,2.210889,3.73767,24,35,26
67,12,2.210889,3.688879,21,6.5,26
89,8,2.210889,2.995732,1.3,32,26
23,16,2.210889,1.94591,45,17,26
45,12,2.456883,4.158883,37.647,13,26
60,12,2.456883,4.007333,23,25,26
55,16,2.456883,3.178054,23,15,26
80,14,2.456883,3.258096,0,15,26
27,12,2.444839,3.295837,99.999,21,26
36,16,2.444839,1.098612,24.706,4.5,26
45,8,2.444839,3.332205,99.999,16,26
79,8,2.391656,3.78419,80,26,26
68,13,2.391656,2.70805,10,30,26
81,12,2.391656,2.833213,39.5,11,26
41,13,2.391656,4.007333,21.616,4,26
83,8,2.809741,1.609438,22,2,26
62,16,2.809741,2.772589,24.2,13,26
80,8,2.809741,3.73767,26,22,26
42,12,2.809741,2.639057,4.25,11,26
65,12,2.809741,3.7612,26,24,26
55,12,2.739963,4.043051,38.5,23,27
33,12,2.739963,4.127134,14.4,24,27
45,12,2.739963,3.367296,25,7,27
49,12,2.848022,1.791759,30,23,27
35,14,2.848022,3.526361,24,33,27
35,16,2.848022,2.56495,15,5,27
42,16,2.848022,1.098612,14.5,21,27
87,10,2.848022,3.610918,19.32,36,27
67,13,2.848022,2.079442,19.5,14,27
26,14,2.828161,3.850147,25,19,27
58,20,2.828161,2.484907,80,11,27
52,12,2.828161,2.944439,29.5,27,27
19,13,2.828161,2.833213,0,24,27
25,11,2.264909,3.526361,28.157,25,27
28,12,2.264909,0.6931472,23,4,27
51,12,2.264909,3.465736,59,16,27
27,12,2.264909,3.465736,0,42,27
71,12,2.264909,4.110874,37,12,27
23,12,2.790154,3.496508,0,3,27
51,12,2.790154,4.127134,15,13,27
31,12,2.790154,3.555348,0,43.5,27
25,13,2.790154,3.218876,20,25,27
33,13,2.790154,4.110874,13.39,8,27
20,14,2.790154,1.791759,1.8,30,27
21,13,4.012829,3.295837,0,29,27
37,12,4.012829,1.791759,12,26,27
37,12,4.012829,4.127134,29,15.5,27
31,12,4.012829,3.610918,22.988,20,27
73,12,4.012829,4.174387,50,20,27
35,15,3.456326,3.663562,28,46,27
23,12,3.456326,3.871201,8.131,27,27
58,11,3.456326,2.079442,3.3,4,27
40,12,3.456326,2.639057,12,21,27
23,17,2.935028,2.995732,12,4,27
31,12,2.935028,3.135494,0,33,27
62,12,2.935028,3.178054,20,8,27
74,10,2.935028,2.833213,37,24,27
70,12,2.810776,3.135494,0,22,27
59,19,2.810776,4.174387,0,33,27
53,11,2.810776,4.043051,42,28,27
21,12,2.810776,3.295837,32,35,27
59,12,2.810776,0,39.114,29,27
64,12,3.098882,3.433987,35,34,27
37,13,3.098882,1.386294,0,25,27
40,12,3.098882,2.079442,42,26,27
34,10,3.098882,3.401197,60,24,27
32,19,3.116215,3.871201,23,6,27
54,7,3.116215,2.833213,0,47,27
23,10,3.116215,2.70805,0,42,27
68,7,3.116215,2.944439,17,10,27
33,12,3.116215,4.127134,21.7,20,27
24,12,3.116215,3.091043,41.708,31,27
48,12,2.370668,2.995732,47,7,27
23,14,2.370668,3.295837,27.42,16,27
41,11,3.064546,3.496508,14,40,27
36,8,3.064546,1.791759,47,10,27
29,10,3.064546,3.295837,99.999,17,27
52,6,3.008796,3.78419,0,16,27
47,12,3.008796,2.944439,50,30,27
57,8,3.008796,2.833213,0,42.5,27
71,6,3.008796,3.806663,50,29,27
24,12,2.708084,2.890372,0,44,27
77,13,2.708084,2.772589,0,13,27
24,12,2.708084,3.688879,10,34,27
38,10,2.708084,3.7612,0,17,27
82,8,3.109896,3.555348,37,15,27
78,8,3.109896,0,2.2,28,27
56,17,3.311713,2.995732,0,23,27
84,2,3.311713,2.56495,0,23,27
55,12,3.311713,3.912023,66.5,25,27
51,16,3.311713,3.135494,50,28,27
28,10,3.311713,3.850147,53,14,27
29,13,3.311713,2.70805,22,18,27
32,12,3.47841,2.197225,15.6,5,27
49,12,3.47841,3.465736,59,25,27
81,7,3.47841,3.663562,28,12,27
24,12,3.09327,1.791759,17,7,27
23,10,3.09327,1.098612,11,18,27
27,10,3.09327,3.258096,55,27,27
28,10,3.32251,3.988984,16,6,27
20,8,3.32251,2.56495,14.8,13,27
19,12,3.32251,2.70805,1.1,30,27
69,4,4.082106,2.772589,37,40,27
31,10,4.082106,3.663562,18,30,27
51,11,4.082106,2.833213,99.999,18,27
23,15,4.082106,3.713572,44,27,27
35,13,4.082106,4.394449,58,19,27
49,6,2.204346,4.158883,24,22,27
51,7,2.204346,3.258096,30.8,9,27
30,16,2.817755,3.970292,30,11,27
20,12,2.817755,3.610918,37.08,19,27
68,1,2.817755,1.791759,0,44,27
50,12,2.817755,2.890372,35,12,27
42,12,2.436924,3.258096,30,18,27
36,16,2.436924,4.304065,96,25,27
21,15,2.436924,4.158883,99.999,23,27
35,18,2.582462,2.639057,99.999,16,27
47,14,2.582462,3.78419,28,30,27
26,13,2.582462,2.197225,69,26,27
35,15,2.582462,3.663562,50,36,27
22,12,3.925563,3.135494,28,20,27
32,11,3.925563,3.871201,0,38,27
43,9,3.925563,2.995732,45,29,27
32,7,3.925563,3.78419,30,37,27
22,14,2.373485,1.098612,53,12,28
48,11,2.373485,2.079442,30,10,28
36,10,2.373485,3.465736,35,40,28
28,12,3.226963,3.970292,19,9,28
39,12,3.226963,3.295837,18.045,31,28
23,14,3.226963,3.912023,0,43.5,28
24,12,3.226963,3.135494,30,8,28
27,12,3.226963,4.317488,18.624,4,28
25,12,1.926398,0.6931472,24,31,28
31,12,1.926398,4.158883,18.102,11,28
31,12,1.926398,3.091043,35,20,28
44,13,1.926398,4.143135,18,13,28
41,12,2.459538,2.397895,35.5,24,28
42,10,2.459538,3.73767,15.6,36,28
27,12,2.459538,3.637586,10,10,28
69,16,2.459538,2.56495,30,17,28
43,16,3.112213,1.386294,0,44,28
43,18,3.112213,3.871201,14,6,28
81,12,3.112213,3.610918,0,30.5,28
32,12,2.402771,2.56495,0,23,28
38,17,2.402771,4.007333,2,29,28
63,3,2.402771,3.091043,21,5,28
49,10,2.402771,4.007333,37,16,28
31,12,2.532241,1.609438,10.5,21,28
38,14,2.532241,4.174387,10,4,28
41,12,2.532241,3.332205,4.4,44,28
61,12,2.532241,3.433987,6.652,43,28
74,10,2.982741,1.386294,12,6,28
60,12,2.982741,4.276666,18,6,28
67,14,2.982741,1.94591,16,12,28
60,12,2.786119,2.079442,7,32,28
34,12,2.786119,3.688879,0,49,28
63,13,2.786119,3.610918,12,17,28
21,15,2.786119,2.56495,30,16,28
55,12,2.384549,4.382027,0,20,28
29,7,2.384549,3.295837,0,41.5,28
58,9,2.384549,1.386294,0,9,28
22,12,2.384549,3.78419,48,14,28
70,5,2.384549,3.526361,17,4,28
81,9,2.764708,2.639057,12,31,28
71,12,2.764708,3.931826,0,23,28
58,13,2.764708,0,10,4,28
45,12,2.764708,3.258096,65,42,28
70,11,3.07679,3.713572,30,18,28
36,15,3.07679,3.688879,40,19,28
24,16,3.07679,2.484907,23.316,7,28
49,16,3.07679,2.70805,30,9,28
61,8,3.337919,3.970292,35,18,28
28,16,2.164394,3.496508,43,32,28
33,16,2.164394,3.178054,0,46,28
63,12,2.164394,4.158883,0,43,28
56,11,2.240095,3.78419,40,34,28
57,9,2.240095,2.772589,16,34,28
34,20,2.240095,1.791759,15.6,37,28
69,3,2.240095,2.397895,0,26,28
40,12,2.240095,3.7612,9,16,28
29,12,2.98161,2.197225,32,20.5,28
36,14,2.98161,3.610918,14.4,15,28
76,2,2.98161,2.397895,15,12.5,28
72,5,2.663252,2.397895,18,20.5,28
47,11,2.663252,3.526361,12.877,42,28
33,12,2.663252,3.496508,16,41,28
30,12,2.663252,2.079442,17,13,28
36,7,1.198116,3.713572,13.411,21,28
33,11,3.01563,3.970292,24,19.5,28
65,5,3.01563,2.70805,0,35,28
61,8,3.01563,3.091043,26,10,28
32,17,3.01563,3.332205,37,11,28
29,10,3.01563,3.178054,0,42,28
67,17,3.01563,4.025352,30,15,28
65,11,1.993725,3.332205,20,26,28
41,12,1.993725,3.367296,0,22,28
77,8,1.993725,1.386294,75,25,28
27,11,1.993725,4.219508,22.5,13,28
38,12,1.993725,2.079442,26,21,28
23,12,2.969443,4.276666,0,42,28
60,9,2.969443,1.609438,28,37,28
25,16,2.969443,4.29046,21,18,28
64,10,2.969443,3.713572,12.4,21,28
41,20,2.969443,3.637586,4.32,19.5,28
50,15,2.969443,2.397895,6,23,28
37,12,2.014607,1.94591,0,24,28
68,4,2.014607,3.583519,0,9,28
48,11,1.170484,4.204692,0,46,28
67,8,2.967342,3.496508,32.269,25,28
64,8,2.967342,3.367296,52,12,28
33,15,2.967342,0.6931472,108.84,30,28
77,10,2.967342,2.079442,20.8,8,28
25,8,2.606525,3.688879,32,13,28
42,9,2.606525,2.772589,30,28,28
22,12,2.606525,3.850147,0,39,28
68,10,2.783526,4.219508,32,6,28
65,14,2.783526,3.135494,7.8,4.5,28
66,8,2.783526,3.332205,12,15,28
46,10,2.783526,4.234107,11.102,9,28
37,13,2.248732,4.248495,5,44.5,28
24,10,2.248732,4.26268,39.539,39,28
62,8,2.248732,3.178054,22,17.5,28
72,10,2.248732,3.367296,49,1,28
25,12,2.797424,0.6931472,20,7,28
30,8,2.797424,2.302585,30,11,28
21,15,2.797424,3.637586,12,21,28
30,18,2.797424,4.356709,37,31,28
65,7,2.797424,2.70805,0,29,28
74,12,2.478877,3.044522,17.5,16,29
22,12,2.478877,2.639057,22,19,29
22,16,2.478877,3.218876,12.2,8.5,29
24,15,2.478877,3.850147,42,22.5,29
23,14,2.478877,3.091043,26,24.5,29
29,18,2.478877,3.806663,25,11,29
21,14,2.845797,2.833213,0,17,29
59,11,2.845797,2.70805,35.5,11,29
53,13,2.845797,3.970292,11.5,12,29
38,11,2.845797,3.89182,8,16,29
33,12,2.845797,2.56495,0,48,29
27,16,2.845797,3.135494,2.3,21.5,29
22,15,2.845797,3.295837,20,25,29
23,16,2.419461,2.484907,29,31,29
21,14,2.419461,2.772589,11,27,29
65,6,2.419461,3.091043,19,16,29
81,12,2.419461,2.995732,20,15,29
26,9,2.419461,3.970292,0,43,29
54,12,2.638522,3.178054,26,27.5,29
67,6,2.638522,3.044522,20,29,29
28,13,2.638522,0.6931472,17,35.5,29
55,9,2.53611,3.637586,0,40,29
31,12,2.53611,3.713572,9.5,7,29
40,9,2.53611,4.174387,0,35,29
63,10,2.53611,1.94591,5.08,5,29
33,12,2.53611,2.197225,15,12,29
71,6,2.028605,4.394449,0,33,29
60,12,2.87866,3.555348,8.32,40,29
40,7,2.87866,3.091043,0,32,29
38,9,2.87866,3.73767,30,34,29
74,1,2.87866,2.56495,29.5,8,29
39,7,2.87866,2.833213,50,24,29
20,12,2.87866,4.174387,32,19,29
59,12,2.87866,4.234107,31,20,29
46,3,2.87866,2.944439,0,7,29
62,7,3.218761,2.56495,10,13,29
56,8,3.218761,2.197225,16.7,39,29
26,12,2.194126,3.135494,62.5,26,29
24,11,2.194126,3.295837,50,27,29
40,10,2.194126,0,30,27,29
32,8,2.194126,4.094345,19.7,1,29
41,14,2.194126,0.6931472,27,4,29
39,14,2.194126,1.386294,60,6,29
46,12,2.194126,3.135494,48.219,16,29
28,12,2.382957,3.610918,33,9,29
65,12,2.382957,3.496508,30,32,29
34,17,2.382957,4.369448,99.999,11,29
27,12,2.382957,3.433987,75,26,29
38,13,2.382957,4.317488,0,34,29
27,12,3.042668,3.637586,15,9,29
41,12,3.042668,3.663562,17.852,11,29
46,19,3.042668,2.772589,0,45,29
24,17,3.042668,2.639057,26.5,10,29
62,4,3.042668,2.890372,35,20,29
71,8,2.712243,2.302585,32,11,29
33,12,2.712243,2.56495,50,21,29
21,14,2.712243,3.433987,30,27,29
29,12,2.712243,4.343805,60.9,15,29
52,20,2.712243,3.465736,55,30,29
55,12,2.560416,3.73767,40,17,29
20,12,2.560416,4.29046,37,32,29
33,12,2.560416,1.94591,45,36.5,29
27,11,2.560416,1.791759,40,24,29
62,11,2.560416,3.526361,4.368,3,29
54,10,2.560416,2.397895,14,7,29
42,19,2.144428,3.367296,27,29.5,29
19,11,2.144428,4.204692,5,14,29
39,10,2.144428,1.098612,60,12,29
34,12,2.144428,3.433987,50,40,29
52,7,2.88184,1.791759,37.5,4,29
23,11,2.88184,3.871201,17,26,29
35,15,2.88184,4.510859,10,22,29
47,12,2.88184,2.197225,17,1,29
26,12,2.88184,4.007333,3.554,3,29
46,12,2.88184,2.639057,9.4,17,29
39,13,3.050649,2.995732,0,18,29
41,12,3.050649,3.806663,44.081,43,29
24,13,3.050649,4.465908,53,17,29
41,14,3.050649,3.912023,0,37,29
77,12,3.050649,3.091043,0,30.5,29
57,12,3.050649,3.178054,9.1,21.5,29
81,12,3.050649,2.639057,20.5,17,29
37,12,3.050649,2.890372,96.8,16,29
34,19,2.958263,1.386294,70,26,29
67,12,2.958263,3.688879,20,41,29
46,12,2.958263,3.555348,0,34,29
43,12,2.958263,2.56495,0,18,29
79,15,2.958263,2.639057,58,13,29
32,16,2.057683,4.234107,0,21,29
37,17,3.559899,3.988984,65,11,29
72,12,3.559899,3.258096,0,46,29
66,18,3.559899,4.077538,14.495,3,29
30,16,3.559899,3.044522,22,20,29
32,20,3.559899,3.135494,15,16,29
29,13,2.372319,3.332205,0,26,29
29,18,2.372319,3.401197,0,17,29
53,12,2.372319,4.304065,0,27,29
68,4,2.372319,1.098612,12,13,29
21,12,2.372319,1.791759,42,25,29
43,12,2.372319,4.248495,0,11,29
38,14,3.172158,3.332205,25.872,17,29
45,8,3.172158,1.94591,0,20,29
24,15,3.172158,3.583519,40,6,29
43,10,3.172158,4.158883,33,25,29
20,12,3.172158,4.234107,0,31,29
27,9,3.172158,3.78419,7,27,29
54,7,3.172158,3.258096,5.6,21,29
25,15,3.172158,3.496508,25,16,29
20,13,3.172158,3.637586,2.9,13,29
38,14,3.172158,0,10,14,29
35,15,3.172158,3.637586,0,25,29
34,14,3.172158,2.197225,12,20,29
67,13,3.172158,1.098612,29.12,2.5,29
28,9,2.938873,4.110874,28.6,26,29
34,6,2.938873,2.397895,35.1,27,29
42,12,2.938873,0,7,8,29
35,11,2.938873,3.433987,20.5,31,29
27,17,2.938873,3.218876,1.3,21,29
26,13,2.938873,2.079442,30,27,29
58,12,2.938873,4.174387,0,51,29
35,15,2.938873,3.218876,5.25,35.5,29
63,10,1.889938,3.73767,82,34,29
35,16,1.889938,3.135494,99.999,24,29
60,12,1.889938,3.828641,0,28,29
30,17,1.889938,2.70805,50,21,29
51,11,3.479382,3.828641,54,18,29
37,12,3.479382,2.944439,14,14,29
47,16,3.479382,2.70805,55,16,29
40,12,3.479382,3.828641,25,14,29
32,14,2.616302,0,52,24,29
27,12,2.616302,3.610918,0,20,29
62,12,2.616302,3.583519,20,44,29
35,17,2.616302,2.70805,40,23,29
60,17,2.688804,1.609438,39,40,29
33,12,2.688804,3.7612,8.667,24,29
83,11,2.688804,2.639057,57,21,29
43,12,2.688804,2.833213,60,21,29
50,17,2.688804,2.70805,68,14,29
48,14,2.688804,3.7612,60,11,29
32,18,2.688804,4.26268,28,18,29
35,13,4.546733,2.397895,24.776,11,29
28,12,4.546733,3.663562,47,18,29
34,14,4.546733,2.890372,29,17,29
83,16,4.546733,3.688879,60,12,29
46,20,4.546733,3.663562,34.5,20,29
65,14,4.546733,4.369448,65,21,29
45,12,4.546733,2.70805,54,27,29
43,14,4.546733,2.995732,2,21,29
37,15,3.031403,3.688879,28,9,29
40,16,3.031403,4.465908,0,40,29
29,14,3.031403,4.317488,46.862,28,29
31,16,3.031403,3.7612,0,18,29
74,13,3.031403,1.791759,0,38,29
43,12,3.757227,3.828641,81,30,29
32,13,3.757227,2.197225,0,25,29
26,16,3.757227,3.218876,24,4,29
21,14,3.059695,3.178054,54,19,30
37,12,3.059695,4.043051,15.6,14,30
52,10,3.059695,3.970292,40,31,30
57,9,3.059695,0.6931472,24,37,30
32,12,3.059695,3.091043,0,25,30
20,12,2.244205,3.178054,99.999,21,30
44,12,2.244205,1.94591,50,24,30
35,12,2.244205,4.127134,75,34,30
56,12,2.700581,0,75,32,30
41,12,2.700581,3.970292,29.9,13,30
58,12,2.700581,3.367296,0,18,30
64,16,2.700581,3.258096,0,39,30
28,18,2.972961,3.465736,44,30,30
29,13,2.972961,3.526361,25.5,25,30
29,16,2.972961,4.174387,0,28,30
35,13,2.972961,3.401197,0,37,30
69,10,2.972961,3.295837,99.999,26,30
22,13,3.231685,2.70805,0,15.5,30
77,12,3.231685,2.56495,7.2,34,30
23,12,3.231685,3.583519,0,13,30
41,12,3.231685,3.610918,41,18,30
20,11,3.410252,1.609438,14,1,30
53,12,3.410252,2.70805,20.8,16.5,30
39,20,3.410252,3.78419,20,17,30
51,14,3.410252,2.079442,26,23,30
51,12,3.410252,3.663562,35,34,30
76,8,3.962427,2.70805,23.5,23,30
48,12,3.962427,3.332205,59.759,34,30
49,9,3.962427,3.89182,41,21,30
25,12,3.962427,2.890372,50,10,30
51,10,3.962427,3.218876,12,10,30
52,8,3.962427,3.135494,22,5,30
27,12,3.962427,2.995732,26,24,30
85,8,3.962427,3.951244,38,19,30
52,11,2.335323,3.496508,1.8,34,30
62,12,2.335323,4.330733,27,20,30
20,14,2.335323,4.465908,26,13,30
48,8,3.604532,3.367296,16,11,30
49,8,3.604532,3.218876,3,17,30
45,12,3.604532,3.332205,0,38,30
46,12,3.604532,3.044522,19.5,4,30
21,12,3.604532,3.433987,45,10,30
28,15,3.604532,4.158883,46,15,30
73,12,3.604532,0,43,13,30
45,20,3.83077,3.258096,12.2,26,30
31,14,3.83077,1.791759,72,31,30
33,12,3.83077,4.219508,50,17,30
47,12,3.83077,3.663562,33,16,30
51,17,3.83077,2.197225,29.5,9,30
48,16,3.83077,3.401197,0,23,30
42,14,3.83077,3.496508,0,38,30
73,9,3.536252,1.609438,45,7,30
29,12,3.536252,3.496508,35,20,30
44,12,3.536252,3.091043,25,13,30
55,12,3.536252,3.610918,45,19,30
77,2,3.536252,2.397895,50,26,30
20,12,3.536252,2.197225,30,30,30
78,3,3.536252,4.143135,99.999,18,30
45,11,3.644883,3.73767,54.7,39,30
34,8,3.644883,2.484907,12,16,30
63,10,3.644883,1.609438,29,23,30
86,8,3.644883,2.833213,10,2,30
33,12,3.644883,3.610918,26,21,30
23,12,3.020533,3.688879,45.258,11,30
71,12,3.020533,2.56495,35,18,30
29,12,3.020533,3.610918,16.922,27,30
48,8,3.020533,0,21,8,30
28,10,3.020533,2.833213,44,14,30
34,14,3.020533,0,35,17,30
40,16,2.919784,2.995732,24.018,18,30
53,14,2.919784,3.367296,4.464,5,30
21,11,2.919784,4.060443,26,10,30
49,12,2.919784,0.6931472,27,22,30
31,11,3.870128,4.110874,11,27,30
35,12,3.870128,3.135494,27,7,30
30,16,3.870128,3.044522,18,20,30
35,10,3.870128,4.110874,9,10,30
62,12,3.870128,3.258096,44,14,30
30,12,3.870128,3.295837,25.2,24,30
19,11,3.870128,3.178054,27,13,30
32,14,2.87788,4.454347,0,41,30
53,12,2.87788,2.302585,18,34,30
53,14,2.87788,3.828641,41,5,30
43,14,2.87788,3.806663,20.8,18,30
28,16,3.684387,2.995732,38,8,30
59,9,3.684387,2.56495,42,15,30
55,10,3.684387,2.772589,7.8,5,30
58,11,3.684387,3.688879,0,22,30
28,12,3.684387,3.73767,33,16,30
48,16,3.297129,2.397895,0,38,30
64,12,3.297129,4.174387,40,21,30
24,14,3.297129,1.94591,5.013,12.5,30
46,14,3.297129,3.583519,30,19,30
38,14,3.297129,3.465736,0,38,30
26,15,3.601205,1.94591,18.2,47,30
47,12,3.601205,2.70805,30,7,30
81,8,3.601205,3.688879,20,12,30
25,12,3.601205,3.7612,33,33.5,30
30,12,3.258077,4.189655,0,20,30
44,11,3.258077,2.995732,18,11,30
49,13,3.258077,2.944439,11,22,30
40,14,3.258077,2.484907,45,20.5,30
31,18,3.258077,3.931826,60,16,30
80,10,2.531519,4.174387,0,41,30
63,8,4.147208,3.78419,0,14,30
28,13,4.147208,2.833213,2,11,30
39,16,4.147208,3.931826,41,28,30
32,18,4.147208,2.944439,0,41,30
23,16,3.188003,3.367296,50,27,30
77,11,3.188003,2.302585,42.5,15,30
23,14,3.188003,3.713572,21,33,30
50,9,3.188003,3.401197,57,45,30
30,20,3.188003,2.484907,49,43,30
66,12,3.224805,2.302585,13,13,30
39,16,3.224805,1.609438,50,19,30
31,16,3.224805,3.871201,11.16,17,30
39,12,3.224805,2.639057,13.657,15,30
34,17,3.224805,3.828641,45,23,30
60,8,3.112624,3.663562,0,43,30
23,12,3.112624,4.304065,31,17,30
31,13,3.112624,2.56495,29,11,30
38,12,3.112624,2.772589,14.4,12,30
25,13,3.112624,2.890372,32,31,30
44,13,3.398262,2.197225,4.32,13,30
29,20,3.398262,3.663562,60,13,30
65,13,3.398262,2.639057,60,22,30
27,17,3.398262,2.833213,52,11,30
30,13,3.398262,3.688879,29,13,30
57,16,2.90415,1.791759,17,4,30
57,12,2.90415,3.465736,19.2,9,30
62,17,2.90415,3.526361,99.999,19,30
45,18,2.90415,1.386294,50,42,30
44,16,2.90415,2.079442,60,24,30
56,12,2.379521,1.386294,36,19,30
34,12,2.379521,3.496508,99.999,23,30
23,16,2.379521,1.791759,52,27,30
25,16,2.379521,3.332205,8.58,49,30
30,16,3.19908,2.197225,32.05,42,30
55,12,3.19908,3.850147,0,39,30
39,15,3.19908,3.091043,50,42,30
28,19,3.19908,3.988984,42,23,30
31,19,3.051047,1.098612,27,15,30
34,17,3.051047,3.610918,20,19.5,30
32,16,3.051047,2.079442,0,25,30
23,16,3.051047,3.555348,0,25,30
25,5,2.86289,2.890372,46.966,18,30
29,15,2.86289,3.178054,50,13,30
22,15,2.86289,3.988984,52,21,30
75,8,2.86289,2.995732,40,13,30
46,19,2.86289,2.772589,69.748,31,30
26,12,2.86289,4.025352,26.4,26,30
50,18,3.221888,3.931826,0.6,17,30
22,12,3.221888,3.78419,0,30,30
27,12,3.221888,3.044522,36,11,30
46,11,1.919221,3.988984,18,16,31
25,16,1.919221,2.639057,35,31,31
55,13,2.925391,2.70805,36,7,31
66,16,2.925391,1.609438,57,16,31
33,16,2.925391,2.197225,20,13.5,31
40,16,2.925391,2.944439,0,41,31
51,10,2.925391,0,65,24,31
68,11,2.925391,3.73767,99.999,30,31
24,12,2.925391,3.637586,17,7.5,31
88,8,2.859701,2.890372,0,21,31
46,12,2.859701,3.044522,0,39,31
34,14,2.859701,3.7612,31,28,31
38,16,2.859701,3.73767,21,15,31
27,16,2.859701,2.397895,43.5,10,31
40,13,4.131538,2.302585,50,9,31
39,14,4.131538,3.663562,48,20,31
46,12,4.131538,2.56495,46.5,20,31
70,4,4.131538,3.526361,53,16,31
73,12,4.131538,2.890372,9,32,31
29,12,4.131538,2.197225,45,12,31
38,8,4.131538,2.772589,22,4,31
43,14,4.131538,2.197225,2.4,19,31
46,12,3.187098,3.044522,0,47,31
27,18,3.187098,2.484907,19,11,31
23,14,3.187098,2.833213,21,16,31
25,19,3.187098,2.639057,18,34,31
24,17,3.187098,2.639057,22.408,11,31
24,12,3.187098,3.970292,0,12,31
73,12,3.187098,3.850147,24,29,31
24,17,3.187098,2.639057,0,2,31
37,17,3.358943,1.609438,20,14,31
37,17,3.358943,3.555348,16.76,23,31
58,12,3.358943,2.772589,16,18,31
43,16,3.358943,3.663562,18,27,31
46,20,3.358943,2.639057,99.999,16,31
37,NA,3.358943,4.189655,30.504,31,31
35,13,3.358943,2.639057,34,4,31
65,14,3.358943,1.94591,0,21,31
25,14,3.358943,3.73767,35,29,31
51,13,3.358943,2.302585,0,47,31
44,12,3.358943,3.637586,29,1,31
34,13,2.478958,2.772589,12,10,31
39,16,2.478958,3.988984,6,38,31
41,20,2.478958,2.56495,32,17,31
66,12,2.680292,3.401197,40.8,19,31
32,14,2.680292,3.433987,23,14,31
41,18,2.680292,1.386294,24.187,18,31
77,12,2.919534,3.218876,19.5,20,31
37,16,2.919534,3.258096,33,22,31
86,8,2.919534,4.369448,30,13,31
31,12,2.919534,0.6931472,42.66,19,31
70,12,3.247077,2.772589,19,27,31
35,13,3.247077,3.367296,3.8,21,31
78,8,3.247077,3.044522,42,27,31
58,16,3.247077,4.094345,40,31,31
35,17,3.247077,3.295837,45,23,31
