Input1,Input2,Input3,Input4,Input5,Input6,Output
75,16,2.887333,2.890372,6,20,88
40,17,2.887333,3.871201,21,12,88
38,13,2.887333,2.995732,50,22,88
78,12,2.887333,3.713572,36,15,88
19,11,2.887333,3.091043,85,22,88
79,12,2.382689,3.637586,45,41,88
29,13,2.382689,2.397895,42.833,34,88
46,16,2.382689,2.639057,99.999,38,88
24,16,2.382689,3.688879,60,10,88
24,12,2.382689,2.484907,20,20,88
39,15,2.168533,3.637586,0,18,88
25,12,2.168533,2.397895,48,12,88
75,14,2.168533,3.637586,15.5,9,88
26,14,2.168533,4.356709,35,16,88
70,16,2.168533,2.484907,2.7,37,88
46,10,2.092654,3.135494,1.2,36,88
64,20,2.092654,3.258096,0,7,88
64,18,2.092654,0.6931472,15,17,88
78,16,2.092654,4.127134,0,23,88
47,17,2.443698,4.143135,77,12,88
62,15,2.443698,3.295837,4,26,88
75,8,2.443698,4.204692,0,47,88
41,20,2.443698,2.995732,13,10,88
34,16,2.21426,2.302585,0,45,88
31,14,2.21426,2.772589,40,37,88
56,13,2.21426,4.317488,20,31,88
73,12,2.21426,3.713572,38,47,88
41,18,2.21426,3.663562,18.5,21,88
59,15,2.21426,2.56495,48,15,88
32,16,2.126399,2.772589,99.999,24,88
49,12,2.126399,2.944439,75,43,88
68,10,2.126399,3.871201,70,27,88
89,10,1.97873,3.871201,0,42,88
32,12,1.97873,3.78419,45,35,88
40,12,1.97873,2.772589,16,16,88
36,14,1.97873,2.944439,25,24,88
74,12,2.122658,3.465736,11.8,19,88
39,16,2.122658,2.397895,0,30,88
34,17,2.122658,3.555348,5,31,88
33,16,2.122658,1.791759,4,15,88
30,13,1.966589,2.772589,16,7,88
62,12,1.966589,2.890372,14,8,88
52,12,1.966589,3.555348,0,28,88
71,14,1.966589,4.077538,35,28,88
32,12,1.884388,3.091043,37,20,88
31,14,1.884388,3.258096,32,41,88
62,18,1.884388,1.609438,0,31,88
39,13,1.884388,0.6931472,40,16,88
25,17,1.840554,3.526361,33.786,28,88
NA,12,1.840554,3.526361,0,36,88
25,16,1.840554,1.94591,44,21,88
26,12,1.840554,2.397895,37,21,88
20,12,2.165872,4.248495,72,45.5,88
24,12,2.165872,3.135494,0,32,88
21,11,2.171255,3.433987,22,7,88
47,12,2.171255,3.555348,22,36,88
31,19,2.171255,1.791759,50,37.5,88
36,12,2.171255,2.302585,22,15,88
47,15,2.432646,2.70805,0,44.5,88
48,12,2.432646,2.56495,20,15,88
49,12,2.432646,2.995732,0,41,88
25,15,2.432646,4.394449,80,36,88
61,12,2.432646,3.89182,15,18,88
40,20,2.432646,3.806663,0,24,88
50,12,1.827039,2.397895,40,23,88
49,13,1.827039,2.56495,0,45,88
25,13,1.827039,2.197225,55,11,88
47,12,1.827039,3.526361,34.8,25,88
54,15,1.887471,2.197225,19,12,88
39,17,1.887471,3.970292,36,14,88
64,14,1.887471,2.772589,0,29,88
42,13,1.887471,3.78419,65,25,88
69,16,2.543945,3.850147,99.999,28,88
39,16,2.543945,3.850147,17,16,88
41,12,2.543945,2.70805,15,21,88
36,15,2.543945,2.56495,21,7,88
55,12,1.69564,4.077538,0,45,88
35,16,1.69564,4.025352,0,46,88
86,16,2.521291,2.197225,22,15,88
38,18,2.521291,4.276666,30,8,88
42,15,2.521291,4.26268,0,34.5,88
47,20,2.521291,3.496508,15,35,88
20,12,2.521291,2.484907,20,31,88
38,18,2.521291,3.433987,25,22,88
78,12,1.284931,4.369448,30,14,88
46,12,1.813695,4.29046,0,22,88
42,12,1.813695,4.234107,35,7,88
59,13,1.301804,4.330733,99.999,24,88
32,12,1.974201,3.850147,42,31,88
53,12,1.974201,3.871201,40.688,14,88
49,12,1.974201,2.639057,31.16,35,88
37,12,1.974201,2.833213,0,33,88
64,12,2.259695,2.079442,129.999,22,88
51,12,2.259695,1.609438,36.4,35,88
32,12,2.259695,3.295837,18,23,88
56,13,2.259695,3.401197,10,19,88
31,14,1.777376,3.295837,19.094,39.5,88
81,12,1.777376,0,50,26,88
45,12,1.777376,4.189655,0,41,88
59,12,1.777376,3.218876,30.216,21.5,88
43,12,0.0467014,4.077538,0,39.5,88
31,15,2.20549,3.295837,51,14,89
56,20,2.20549,3.526361,10,14,89
29,14,2.20549,1.791759,10,19,89
61,12,2.20549,2.079442,25,15,89
83,15,1.261577,4.219508,33,16,89
38,16,1.261577,4.26268,32,25,89
64,12,2.281457,2.890372,14.602,14,89
47,20,2.281457,2.484907,32,15,89
35,12,2.281457,3.73767,39,21,89
62,12,2.281457,3.806663,21.278,24,89
34,14,2.281457,2.56495,18,41,89
64,10,2.281457,2.70805,0,31,89
50,15,2.374684,2.197225,0,33.5,89
73,12,2.374684,2.397895,18.705,19,89
76,12,2.374684,3.555348,32.8,12,89
79,12,2.374684,3.496508,51,11,89
36,11,2.356824,2.70805,13,2,89
37,12,2.356824,2.944439,0.3,18,89
25,16,2.356824,3.970292,23,30.5,89
41,12,2.356824,2.302585,35,15,89
61,12,2.356824,3.988984,70,17,89
87,8,2.397015,4.234107,55,11,89
45,13,2.397015,3.465736,53,30,89
59,7,2.397015,3.555348,35,20,89
74,13,2.397015,2.56495,39,18,89
83,12,2.098583,4.060443,22,17,89
34,17,2.098583,3.332205,35,33,89
59,14,2.098583,4.043051,40.062,43,89
62,12,2.098583,3.295837,90,39,89
52,12,1.896357,2.079442,28,5,89
41,18,1.896357,2.56495,105.999,24,89
23,14,1.896357,3.871201,53,35,89
36,12,1.896357,4.060443,1.8,37,89
38,12,2.261653,3.465736,4.1,27,89
61,8,2.261653,2.197225,20,35.5,89
33,12,2.261653,3.555348,0,10,89
57,17,2.261653,2.397895,20.8,37,89
68,18,1.42331,4.276666,52,24,89
20,12,1.720553,3.218876,14,38,89
70,12,1.720553,1.386294,43,11,89
43,14,1.720553,1.791759,33,27,89
54,13,1.720553,3.401197,0,24.5,89
23,15,2.209498,1.94591,31,16,89
25,16,2.209498,3.295837,0,16,89
37,11,2.209498,1.609438,65,14,89
56,18,1.70809,4.094345,55,13,89
39,18,1.70809,4.094345,0,39,89
88,8,2.030129,2.197225,99.999,21,89
33,16,2.030129,1.386294,50,27,89
48,20,2.030129,3.555348,62,28,89
54,8,2.030129,2.484907,0,42,89
44,10,2.030129,3.526361,50,41,89
50,8,1.721872,3.583519,7.504,6,89
76,9,1.721872,2.079442,17,7,89
30,7,1.721872,3.583519,45,9,89
33,12,1.721872,2.56495,0,40,89
34,12,1.551186,2.302585,36,21,89
71,11,1.551186,3.663562,0,39,89
32,9,1.551186,3.688879,49.5,18,89
70,16,1.551186,2.639057,10,8,89
82,11,2.49466,2.833213,37,23,89
74,8,2.49466,3.78419,42,16,89
51,12,2.49466,3.7612,40.688,24,89
32,15,2.49466,2.70805,0,44,89
34,13,2.49466,2.944439,0,30,89
69,14,1.522468,3.988984,6.63,17,89
48,12,1.522468,3.258096,0,46.5,89
79,19,1.522468,1.609438,60,24,89
66,16,1.522468,3.295837,5.4,35,89
75,12,1.522468,1.386294,0,38,89
43,18,1.901088,3.178054,15,8,89
41,16,1.901088,2.995732,2.8,50,89
38,14,1.901088,1.098612,7,34,89
24,16,2.04634,2.484907,5,12,89
54,16,2.04634,2.302585,0,33,89
21,12,2.04634,3.688879,47,12,89
30,18,2.04634,3.610918,42,27,89
50,6,2.04634,2.079442,18,9,89
47,12,2.690668,2.484907,16,12,89
68,12,2.690668,2.639057,20.5,16,89
36,20,2.690668,3.526361,38.1,2,89
27,12,2.690668,2.302585,10,20,89
67,14,2.690668,3.526361,17.5,41,89
38,13,2.035221,1.098612,19,9,89
20,12,2.035221,3.583519,45,34,89
47,14,2.035221,3.555348,11.5,23,89
47,16,2.035221,1.609438,42,22,89
59,6,1.714413,4.248495,12.4,39,89
69,13,1.714413,3.258096,26.098,22,89
46,12,1.987455,3.78419,72,26,89
65,14,1.987455,2.944439,60,22,89
67,18,1.987455,2.772589,42.833,26,89
53,20,2.050235,0,67,29,89
31,12,2.050235,2.302585,60,18,89
33,12,2.050235,2.079442,40,35,89
45,11,2.050235,3.637586,0,42,89
73,1,2.050235,3.433987,46,14,89
46,13,2.036452,3.663562,14,29,89
48,12,2.036452,1.94591,26,38,89
60,16,2.036452,3.610918,78.5,18,89
19,11,2.036452,2.302585,68,40,89
39,16,2.036452,2.484907,0,19,89
49,12,1.270309,4.29046,65.618,17,89
26,16,1.270309,4.29046,15,12,89
32,15,2.202037,2.70805,35,17,89
43,14,2.202037,3.828641,1.02,25,89
31,11,2.202037,3.135494,0,42,89
63,9,2.202037,2.995732,36,24,89
47,16,2.202037,2.890372,0,28,89
33,14,2.202037,3.912023,20,26,89
58,13,1.599009,2.197225,0,40,90
53,10,1.599009,2.833213,46,28,90
67,16,1.599009,3.871201,6.6,22,90
58,13,1.599009,2.70805,16,15,90
72,13,1.599009,2.484907,0,18,90
30,17,2.154682,4.219508,30,22,90
36,14,2.154682,3.663562,8.5,20,90
33,14,2.154682,3.663562,50,13,90
56,12,2.154682,4.204692,15,12.5,90
24,14,0.1111674,3.7612,40,27,90
31,10,1.133635,3.89182,54,19,90
36,12,1.133635,2.890372,23,18,90
38,12,1.133635,2.772589,60,12,90
82,8,2.60798,2.995732,25.671,20,90
21,12,2.60798,2.484907,0,39,90
57,12,2.60798,3.828641,38,35,90
43,12,2.540067,2.197225,0,17,90
39,14,2.540067,2.397895,15.418,34,90
43,14,2.540067,3.73767,1,40,90
54,4,2.540067,2.70805,0,11,90
54,16,2.540067,1.94591,4,6.5,90
65,15,2.540067,3.688879,7.861,13,90
71,17,1.471043,3.637586,40,32.5,90
49,16,1.471043,3.637586,0,42.5,90
54,18,1.471043,0,0,35,90
77,12,1.471043,2.639057,9,34,90
68,18,1.63581,3.610918,0,21,90
75,16,1.63581,2.079442,27,4,90
38,16,1.63581,2.397895,18.5,15,90
52,19,1.63581,2.484907,0,28,90
34,12,1.63581,3.610918,12,12,90
39,12,1.973527,1.098612,19,20,90
31,12,1.973527,1.791759,0,34,90
51,10,1.973527,3.332205,16.841,7,90
35,11,1.973527,3.332205,12,6,90
38,14,2.234529,2.944439,20.8,29,90
54,12,2.234529,3.091043,10,19,90
28,17,2.234529,2.70805,8.7,11,90
70,13,2.234529,3.828641,0,50,90
28,12,2.234529,3.970292,0,46,90
24,12,2.263984,2.302585,11.8,20,90
36,17,2.263984,4.234107,20,18,90
19,12,2.263984,3.713572,22.344,6,90
83,8,2.263984,1.791759,0,48.5,90
85,13,2.263984,1.098612,0,43,90
62,20,2.263984,2.484907,38,45,90
56,12,2.263984,3.610918,52,13,90
44,20,2.263984,2.079442,7,13,90
25,16,0.6816819,0,18,16,90
51,10,0.6816819,2.079442,50,33.5,90
41,12,0.6816819,3.496508,25,25,90
24,12,0.6816819,1.609438,0,38,90
75,12,0.6816819,3.465736,0,44.5,90
56,8,2.695304,4.204692,26,11,90
68,9,2.695304,3.258096,55,16,90
39,18,2.695304,2.484907,35,39,90
53,11,2.695304,1.94591,46.6,19,90
38,9,2.695304,4.234107,0,20,90
63,12,2.695304,2.302585,37,20,90
59,12,2.695304,2.639057,52,34,90
39,13,2.695304,0,15,15,90
31,12,2.695304,3.637586,27.6,33,90
43,16,2.695304,3.663562,0,27.5,90
38,15,2.947644,3.7612,17,10,90
22,12,2.947644,4.343805,17,17,90
33,13,2.947644,3.7612,21,14,90
72,12,2.947644,2.833213,0,47,90
31,12,2.947644,2.397895,0,44.5,90
67,11,2.947644,2.70805,16,17,90
71,10,1.832823,3.637586,22,4,90
18,9,1.832823,2.56495,0,37,90
26,14,1.832823,2.70805,41,33,90
45,10,1.832823,3.610918,19,32,90
26,14,2.126797,2.197225,0,44,90
20,11,2.126797,4.532599,0,40,90
28,14,2.126797,4.007333,8.4,40,90
57,12,2.126797,3.178054,15,29,90
60,16,2.126797,2.56495,38,27,90
53,14,2.126797,2.944439,68,42,90
38,13,2.126797,0,30,27,90
82,NA,2.126797,3.091043,10.4,5,90
45,18,2.126797,2.772589,0,41,90
64,13,1.874061,3.496508,0,40,90
20,11,1.874061,1.94591,37.5,20,90
69,12,1.874061,2.079442,50,32,90
56,NA,1.874061,3.610918,17,31,90
29,9,2.017574,2.944439,0,13,90
76,9,2.017574,2.639057,48.6,13,90
72,12,2.017574,2.397895,57,17,90
68,17,2.017574,3.688879,45.5,13,90
73,11,2.017574,2.833213,20,41,90
76,10,2.017574,3.78419,0,47,90
56,11,2.272024,2.197225,0,38,90
26,16,2.272024,1.94591,0.8,41,90
58,12,2.272024,2.484907,31.957,14,90
20,13,2.272024,3.610918,40,20,90
52,12,2.272024,2.639057,21,7,90
49,14,2.272024,3.663562,43.05,20,90
33,8,2.408105,2.944439,36,26.5,90
67,12,2.408105,3.78419,28.4,17,90
58,12,2.408105,2.833213,0,42,90
47,9,2.408105,3.970292,6.81,14,90
32,20,2.155152,2.397895,43.548,42,90
68,12,2.155152,4.29046,27,37,90
25,15,2.155152,2.833213,30,14.5,90
52,16,2.155152,2.56495,8,8,90
33,16,2.155152,3.7612,0.7,31,90
35,14,2.155152,3.7612,8,15,90
36,13,2.155152,2.70805,35,27,90
24,12,1.746141,2.397895,38,21,90
75,11,1.746141,3.713572,0,44.5,90
31,12,1.746141,3.637586,0.948,18,90
52,0,1.746141,2.639057,35,32,90
56,12,1.746141,2.890372,11.461,28,90
29,9,1.746141,2.197225,60,30.5,90
63,14,1.376176,3.526361,75,18,90
66,14,1.376176,1.098612,30,36,90
70,19,1.376176,1.609438,11,17,90
77,16,1.376176,3.218876,35,19,90
41,20,2.232491,3.912023,0,28,90
47,20,2.232491,2.56495,0,25.5,90
89,16,2.232491,3.951244,0,33,90
61,10,2.232491,2.197225,35.2,27,90
79,12,1.678956,4.158883,20,25,90
57,15,2.088794,4.189655,22,18,90
52,16,2.088794,4.189655,40,22,90
34,12,2.437644,1.94591,58,29,90
28,13,2.437644,1.609438,3.5,9,90
34,15,2.437644,3.332205,0.12,3.5,90
69,10,2.437644,4.204692,30,30,90
48,16,2.437644,2.944439,18,13,90
76,11,2.437644,3.367296,15,4.5,90
34,14,2.437644,4.094345,11.906,30,90
27,16,2.500752,3.850147,24,14,90
41,17,2.500752,2.70805,48,10,90
28,18,2.500752,2.302585,54,18,90
38,12,2.500752,2.833213,23.831,10,90
66,14,2.500752,2.890372,16,23,90
21,15,2.500752,2.484907,3.3,41,90
45,14,1.732327,4.158883,9.52,13,90
39,9,1.732327,3.496508,33,42,90
37,12,1.732327,2.397895,38,16,90
63,16,1.732327,0,75,35,90
32,9,1.732327,3.465736,25.4,12,90
63,12,1.732327,1.791759,13,3,90
35,12,2.506172,4.394449,15.6,35,91
29,15,2.506172,3.496508,27,12,91
66,4,2.506172,3.526361,22,10,91
19,11,2.506172,1.791759,30,19,91
49,13,2.506172,1.098612,27,12,91
24,12,1.376546,4.007333,18.4,28,91
39,12,2.36942,3.610918,0,29,91
68,8,2.36942,1.94591,30,24,91
24,10,2.36942,2.397895,17,15,91
58,9,2.742595,2.397895,23.392,16,91
56,8,2.742595,3.78419,0,42,91
57,7,2.742595,3.688879,39.539,21,91
34,15,2.742595,2.944439,99.999,22,91
NA,12,2.742595,2.833213,18.2,26.5,91
40,12,2.250111,2.70805,11,21,91
23,14,2.250111,2.833213,95,12,91
43,16,2.250111,3.78419,99.999,22,91
55,13,2.250111,3.89182,30,20,91
77,16,2.250111,2.56495,42,11,91
25,11,2.095534,2.70805,15,40,91
78,12,2.095534,4.110874,26,25,91
55,20,2.383628,2.70805,17,38,91
58,12,2.383628,2.397895,40,32,91
40,20,2.383628,2.197225,17,22,91
82,16,2.383628,3.637586,19,8,91
46,10,2.383628,3.663562,40,26,91
47,12,2.809855,3.7612,30,25,91
37,12,2.809855,3.688879,7.5,30,91
79,8,2.809855,2.397895,18,28,91
22,10,2.008896,3.688879,28,13,91
30,12,2.008896,2.639057,50,21,91
45,15,2.008896,2.833213,45,10,91
89,18,2.008896,3.637586,45,23,91
28,9,2.683935,3.610918,16.1,10,91
47,10,2.683935,2.772589,35,10,91
54,15,2.683935,2.890372,60,23,91
62,12,2.683935,3.713572,35,28,91
29,12,2.683935,2.56495,0,41,91
19,12,1.692042,3.401197,92,21,91
43,9,1.692042,4.094345,0,14,91
76,8,1.692042,3.091043,15,8,91
53,12,2.716667,3.871201,2,45,91
32,12,2.716667,3.951244,44,18,91
19,13,2.716667,3.135494,22,9.5,91
41,16,2.716667,3.044522,15,15,91
59,12,2.716667,2.944439,0,26,91
73,12,2.28975,4.007333,34,14,91
69,12,2.28975,4.394449,4.4,18,91
53,12,2.28975,4.060443,25,32,91
30,8,2.28975,2.484907,44,10,91
41,8,2.28975,2.890372,40,5,91
45,8,2.730713,2.079442,28,24,91
26,12,2.730713,3.555348,99.999,21,91
23,15,2.730713,3.637586,45,17,91
47,19,2.730713,4.276666,12.846,4,91
32,12,2.347934,3.367296,24,30.5,91
38,15,2.347934,3.496508,0,12,91
23,12,2.347934,1.791759,0,45,91
80,8,2.347934,0,34.809,26,91
56,12,2.102261,3.465736,1.705,8,91
63,13,2.102261,1.791759,16.8,36,91
31,17,2.102261,3.465736,25,23,91
82,12,2.102261,2.079442,12.278,35,91
50,12,2.834681,3.663562,22,14,91
46,17,2.834681,3.688879,0,17,91
36,16,2.834681,2.70805,0,45,91
25,16,2.834681,1.609438,35,10,91
41,17,2.834681,2.56495,0,45,91
42,20,1.830649,3.555348,12,5.5,91
54,12,1.830649,2.56495,42.5,23.5,91
89,14,1.830649,3.583519,3.2,26.5,91
52,11,1.891081,3.73767,0,22,91
34,12,1.891081,2.833213,32,5,91
27,13,1.891081,2.70805,49,17,91
54,8,1.891081,3.7612,0,38,91
29,12,2.810796,2.302585,67,23,91
20,10,2.810796,2.639057,47,21,91
20,12,2.810796,3.496508,34,18,91
32,4,2.810796,3.637586,15,17.5,91
37,17,2.810796,2.484907,34,13,91
49,20,2.412619,2.70805,74,37,91
71,18,2.412619,3.970292,64,42,91
35,12,2.412619,3.988984,13,12,91
34,18,2.412619,3.044522,82,23,91
46,18,2.596721,1.791759,37,12,91
56,12,2.596721,1.386294,28.3,24,91
21,13,2.596721,3.218876,37,15,91
26,16,2.277331,3.806663,0,38,91
28,12,2.277331,2.56495,23,26,91
42,12,2.277331,2.944439,0,39,91
20,12,2.277331,2.772589,0,48,91
44,12,2.277331,3.044522,39.5,31,91
59,8,2.277331,3.89182,0,51,91
38,18,2.545321,4.189655,7,9,91
39,16,2.545321,2.772589,44,27,91
50,18,2.545321,3.73767,0,24,91
26,12,2.545321,3.7612,45,31,91
85,8,2.545321,2.079442,0,36,91
31,16,2.545321,2.302585,28.5,30,91
58,16,2.545321,2.639057,4,17,91
28,16,2.52897,1.098612,0,20,91
22,15,2.52897,3.178054,12.8,5,91
20,13,2.52897,4.219508,25,18,91
68,12,2.52897,1.609438,0,44,91
26,14,2.52897,3.332205,0,26,91
23,16,1.598179,2.70805,32,10,91
26,16,1.598179,4.060443,28.2,10,91
50,12,1.598179,3.091043,0,29,91
23,16,2.426072,2.944439,22,24,91
55,17,2.426072,3.7612,35,35,91
27,11,2.426072,2.995732,60,32,91
24,16,2.426072,0,45,10,91
59,14,2.338779,2.079442,99.999,23,91
52,14,2.338779,3.367296,59.9,27,91
74,15,2.338779,3.367296,45,47,91
47,13,2.338779,1.791759,16,0,91
59,3,2.050038,3.433987,99.999,27,91
77,5,2.050038,1.791759,0,18,91
30,11,2.050038,3.258096,0,50,91
50,11,2.050038,2.079442,19,4,91
41,9,1.371725,3.871201,14.5,19,91
33,14,1.371725,1.94591,25,19,91
34,8,1.371725,2.890372,12.3,35.5,91
59,12,1.371725,3.7612,38,40,91
84,12,1.825704,4.204692,0,22.5,91
32,14,1.825704,3.610918,70,29,91
70,12,1.825704,1.386294,22.8,18,91
25,11,1.825704,4.204692,61,33,91
57,12,2.672259,2.639057,51,19,91
59,12,2.672259,3.78419,0,20,91
43,12,2.672259,3.7612,15,19,91
41,19,2.672259,2.890372,44,11,91
53,14,2.22087,3.526361,50,11,92
44,10,2.22087,0,32,19,92
65,11,2.22087,3.637586,0,34,92
65,12,2.22087,1.386294,0,41.5,92
59,15,2.360044,3.806663,20,37,92
68,15,2.360044,3.951244,33,30,92
48,12,2.360044,2.772589,99.999,22,92
53,12,2.591609,3.465736,4.4,24,92
49,16,2.591609,2.56495,25.3,6,92
34,14,2.591609,3.555348,30,17,92
25,14,2.591609,2.079442,7,13.5,92
43,12,2.278752,2.397895,0,22,92
37,12,2.278752,2.56495,11.4,10,92
73,12,2.278752,2.70805,0.7,12,92
66,10,2.278752,3.526361,24,30,92
35,16,2.542487,4.219508,0,12,92
35,16,2.542487,3.555348,27.5,18,92
59,12,2.542487,3.496508,42,12,92
33,18,2.542487,2.197225,40,24,92
30,13,2.542487,4.234107,45.623,36,92
41,20,2.288303,0.6931472,36.5,28,92
28,14,2.288303,3.496508,48,44,92
61,12,2.288303,2.197225,24,3,92
47,12,2.288303,2.484907,20,10,92
52,13,2.288303,3.555348,0,15,92
54,12,2.158837,3.218876,21,39,92
63,16,2.158837,1.609438,25,14,92
45,10,2.158837,3.295837,0,22,92
23,16,2.158837,0,5,39.5,92
63,11,2.158837,1.94591,0,28.5,92
40,12,2.162658,2.772589,41,15,92
32,12,2.162658,3.637586,48,34,92
52,12,2.162658,3.610918,32,18,92
21,8,2.162658,4.26268,20,23,92
36,14,2.162658,2.197225,7.76,9,92
20,13,2.162658,2.56495,35,16,92
26,13,2.394211,2.197225,44,8,92
32,15,2.394211,2.397895,0,31,92
36,15,2.394211,3.433987,42.3,13,92
73,19,2.394211,3.637586,15,14,92
68,7,2.394211,1.94591,32,39.5,92
69,12,2.36216,3.610918,38.7,19,92
42,15,2.36216,3.688879,0,33,92
64,12,2.36216,1.94591,0,21,92
34,13,2.36216,3.496508,19.95,12,92
60,12,1.170416,2.70805,0,48,92
44,13,1.170416,3.931826,13,30,92
53,17,2.169325,3.401197,20,16,92
48,20,2.169325,1.098612,37,5,92
41,15,2.169325,2.302585,0,14,92
71,10,2.169325,3.367296,0,15,92
43,16,1.956678,1.098612,52,26,92
76,13,1.956678,3.526361,40,21,92
27,15,1.956678,1.609438,73,40,92
54,18,2.063757,1.94591,9.75,7.5,92
25,12,2.063757,1.386294,7.7,39.5,92
50,15,2.063757,3.465736,12,16,92
24,15,2.063757,3.258096,31,44,92
47,15,1.748039,1.609438,26,38,92
45,18,1.748039,1.94591,0,49,92
29,20,1.748039,3.583519,10,32,92
61,12,1.748039,3.367296,13,39,92
63,12,2.082685,3.713572,0,38,92
43,18,2.082685,2.397895,30,27,92
46,12,2.082685,2.56495,0,21,92
32,16,2.082685,2.639057,49,44,92
34,19,2.082685,3.610918,0,47,92
34,14,2.812745,2.639057,2.8,28,92
45,11,2.812745,3.663562,0,47,92
49,13,2.812745,3.688879,0,50,92
37,12,2.812745,4.29046,0,10.5,92
30,13,2.812745,2.772589,15,15,92
74,12,2.812745,2.56495,0,10,92
75,18,2.062304,2.70805,30,18,92
71,9,2.062304,3.091043,45,21,92
67,12,2.062304,2.890372,3.2,22.5,92
25,17,2.062304,3.73767,0,20,92
57,14,2.062304,3.73767,0,24,92
55,8,1.737008,2.302585,29,20,92
30,12,1.737008,3.583519,17,9,92
60,12,1.737008,1.94591,49,17,92
47,11,1.737008,1.386294,12,4,92
26,18,1.737008,3.465736,64,14,92
18,12,1.899033,2.70805,67,24,92
25,11,1.899033,3.610918,99.999,32,92
24,12,1.899033,2.484907,40,21,92
59,12,1.899033,3.637586,20,10,92
54,16,2.212654,1.791759,30,25,92
44,12,2.212654,2.079442,32,32,92
50,15,2.212654,3.401197,59.545,23,92
43,9,2.212654,3.433987,29.2,23,92
21,12,1.180848,3.871201,17,27,92
72,12,2.041744,4.094345,27,20,92
49,13,2.041744,2.995732,19,13,92
51,14,2.041744,3.218876,44,18,92
35,12,2.041744,3.091043,17,6,92
52,18,2.041744,4.110874,74,26,92
46,6,2.417817,2.772589,0,44,92
32,10,2.417817,2.079442,40,28,92
29,14,2.417817,2.397895,35,16,92
41,16,2.417817,3.73767,35,10,92
26,16,2.417817,1.609438,23.7,24,92
23,9,2.417817,2.639057,23,13,92
42,14,2.417817,3.688879,35,11,92
33,14,2.576679,2.833213,18.72,11,92
24,9,2.576679,3.091043,38.4,16,92
38,13,2.576679,3.871201,90,24,92
31,12,2.576679,3.912023,58,23,92
42,16,2.576679,3.828641,42,28,92
26,11,2.576679,2.995732,0,43,92
33,14,2.576679,2.639057,75,39,92
44,14,2.34541,3.367296,45,13,92
25,16,2.34541,2.197225,35,31,92
29,13,2.34541,3.367296,50,40,92
35,12,2.34541,1.386294,28,26,92
47,13,2.455022,4.110874,45.6,30,92
22,13,2.455022,2.995732,75,34.5,92
38,9,2.455022,4.094345,0,44,92
28,12,2.455022,3.135494,34,7.5,92
49,12,2.599406,3.806663,0,23,92
30,12,2.599406,1.791759,63,15,92
32,12,2.599406,2.70805,50,29,92
30,20,2.599406,2.833213,99.999,11,92
44,19,2.599406,3.713572,32,13,92
62,16,1.780003,4.025352,15,4,92
41,12,2.666243,3.663562,41,16,92
47,16,2.666243,2.56495,99.999,31,92
45,14,2.666243,3.583519,40,38,92
27,18,2.666243,2.397895,42,16,92
35,16,2.666243,2.772589,0,41,92
33,15,1.925193,3.091043,36,17,92
45,17,1.925193,3.178054,40,7,92
45,15,1.925193,3.806663,45,29,92
50,12,1.925193,0,0,21,92
35,12,1.925193,3.806663,12,27,92
56,12,2.806995,2.890372,42,6,92
28,14,2.806995,2.56495,8.256,12.5,92
83,12,2.806995,3.806663,13,19,92
39,12,2.806995,3.044522,0,9,92
21,12,2.806995,3.78419,12,23,92
34,11,2.806995,2.772589,7.072,15,92
26,14,2.314298,3.555348,18,23,93
54,10,2.314298,2.302585,17,18,93
77,12,2.314298,2.484907,25,19,93
50,14,2.314298,2.079442,0,3,93
49,12,2.301322,3.135494,14,10.5,93
44,12,2.301322,4.304065,23,8.5,93
34,12,2.301322,3.526361,12,6,93
37,14,2.301322,0.6931472,20,31,93
52,13,2.995017,3.806663,40,11,93
57,14,2.995017,3.871201,0,28,93
51,20,2.995017,2.944439,23.5,34,93
77,11,2.995017,4.477337,9.35,9,93
84,8,2.995017,4.430817,30,26,93
47,9,2.509257,3.637586,35,36,93
45,14,2.509257,2.56495,3,20,93
66,8,2.509257,4.317488,45,27,93
39,12,2.509257,2.397895,59.056,26,93
36,12,2.509257,2.772589,26.328,3,93
57,11,2.509257,3.610918,31,30,93
72,9,1.25765,2.079442,12.8,7,93
34,12,2.334267,4.356709,26.4,6,93
64,16,2.334267,3.218876,0,30,93
46,16,2.334267,3.433987,30,17,93
32,15,2.334267,1.098612,39,26.5,93
40,12,2.334267,1.609438,35,15,93
48,16,1.918062,3.610918,20,19.5,93
52,12,1.918062,2.484907,0.05,22,93
45,11,1.918062,2.197225,0,33,93
26,12,1.918062,1.791759,12.8,32,93
40,12,1.918062,3.583519,39,29,93
63,12,1.814491,0,0,36,93
44,12,1.814491,4.343805,11,33,93
89,5,2.494259,2.302585,16.5,7,93
85,12,2.494259,1.609438,0,9,93
65,8,2.494259,3.044522,42,41,93
44,12,2.494259,2.995732,60,23,93
32,11,2.494259,2.944439,44.73,23,93
60,9,2.494259,2.890372,0,51,93
34,12,2.494259,2.56495,16.5,9,93
56,16,2.494259,2.079442,7,24,93
26,16,2.494259,3.828641,31,15,93
76,16,2.494259,3.78419,0,43,93
52,12,2.296849,3.295837,0,21.5,93
63,16,2.296849,0,48,21,93
52,12,2.296849,3.218876,35,24,93
35,12,2.296849,4.204692,32,10,93
56,12,2.296849,3.465736,32,15,93
33,10,2.296849,1.609438,99.999,15,93
60,12,2.730073,2.995732,19,16,93
55,12,2.730073,4.26268,17.5,14,93
