Input1,Input2,Input3,Output
178,0,2166,2009.03
145,0,2165,2010.03
175,0,2188,2011.03
162,0,2338,2012.03
153,0,2544,2013.03
159,0,2763,2014.03
178,0,2865,2015.03
172,0,3101,2016.03
189,0,3237,2017.03
195,0,3293,2018.03
192,0,3402,2007.03
205,0,3498,2008.03
215,0,3577,2009.03
197,0,3768,2010.03
221,0,4048,2011.03
210,0,4196,2012.03
203,0,4364,2013.03
208,0,4590,2014.03
228,0,381,2015.03
227,0,414,2016.03
248,0,437,2017.03
258,0,465,2018.03
8613,0,491,2007.03
9627,0,498,2008.03
9438,0,490,2009.03
9855,0,486,2010.03
10067,0,480,2011.03
10512,0,483,2012.03
10516,0,497,2013.03
11581,0,525,2014.03
12472,0,569,2015.03
12818,0,598,2016.03
13040,0,643,2017.03
14173,0,682,2018.03
,0,723,2007.03
,0,767,2008.03
,0,844,2009.03
,0,920,2010.03
,0,999,2011.03
,0,1098,2012.03
,0,1210,2013.03
,0,1304,2014.03
,0,1331,2015.03
,0,1367,2016.03
,0,1413,2017.03
,0,1472,2018.03
,0,1547,2007.03
,0,1663,2008.03
,0,1754,2009.03
,0,1857,2010.03
,0,1960,2011.03
,0,159,2012.03
,0,172,2013.03
,5,192,2014.03
,0,209,2015.03
,0,213,2016.03
,0,216,2017.03
,0,229,2018.03
8622,0,239,2007.03
9639,19,259,2008.03
9449,0,275,2009.03
9866,0,295,2010.03
10079,0,303,2011.03
10524,0,307,2012.03
10530,0,350,2013.03
11592,0,365,2014.03
12486,151,391,2015.03
12833,64,432,2016.03
13055,93,475,2017.03
14202,29,491,2018.03
,0,515,2007.03
,86,725,2008.03
,31,842,2009.03
,60,897,2010.03
,0,975,2011.03
,0,1044,2012.03
,0,1090,2013.03
,563,1127,2014.03
,0,1210,2015.03
,631,1355,2016.03
,0,1492,2017.03
,193,1602,2018.03
,135,1668,2007.03
,361,1725,2008.03
,355,1772,2009.03
,36,1867,2010.03
,80,1947,2011.03
,35,2063,2012.03
,81,2276,2013.03
,139,2560,2014.03
,174,2814,2015.03
,27,3048,2016.03
,40,3285,2017.03
,28,3473,2007.03
,151,3531,2008.03
,148,3604,2009.03
,58,3685,2010.03
,76,3845,2011.03
,777,4088,2012.03
,889,4392,2013.03
,1028,4731,2014.03
,1278,5124,2015.03
,1780,5535,2016.03
,2154,5914,2017.03
,2587,10272,2018.03
11490,2911,11445,2007.03
11889,3413,12341,2008.03
11448,3837,13214,2009.03
11827,4572,14046,2010.03
12094,5309,14204,2011.03
12598,5654,14773,2012.03
13377,6417,14999,2013.03
14095,7611,15218,2014.03
15062,8808,16173,2015.03
16149,9458,16817,2016.03
18036,9884,17643,2017.03
19110,10543,18745,2018.03
,11294,19563,2007.03
,11794,20482,2008.03
,12250,21749,2009.03
,12637,22657,2010.03
,13121,24289,2011.03
,13815,26384,2012.03
,14516,29244,2013.03
,14958,31583,2014.03
,15673,34400,2015.03
,16129,37478,2016.03
,17574,38433,2017.03
,18527,40061,2018.03
,18920,41714,2007.03
,19691,42153,2008.03
,21091,43630,2009.03
,22661,45557,2010.03
,24758,47229,2011.03
,26062,49226,2012.03
,28551,51911,2013.03
,29962,55518,2014.03
,29968,8897,2015.03
,30302,9977,2016.03
,31020,10694,2017.03
,31967,11455,2018.03
11604,33383,12081,2007.03
12007,35914,12212,2008.03
11569,37895,12696,2009.03
11947,39809,12910,2010.03
12214,42403,13040,2011.03
12725,777,13866,2012.03
13510,889,14495,2013.03
14253,1028,15319,2014.03
15191,1278,16490,2015.03
16296,1780,17291,2016.03
18255,2154,18131,2017.03
19266,2587,19254,2018.03
85,2911,20054,2007.03
88,3413,21484,2008.03
127,3837,23309,2009.03
134,4572,25955,2010.03
112,5309,28023,2011.03
94,5654,30452,2012.03
105,6417,33202,2013.03
104,7611,34079,2014.03
84,8808,35360,2015.03
76,9458,36678,2016.03
101,9884,37290,2017.03
92,10543,38672,2018.03
,11294,40387,2007.03
,11794,41752,2008.03
,12250,43525,2009.03
,12637,45940,2010.03
,13121,49169,2011.03
,13815,1375,2012.03
,14516,1469,2013.03
,14958,1647,2014.03
,15673,1758,2015.03
,16129,1965,2016.03
,17574,1991,2017.03
85,18527,2077,2007.03
88,18920,2090,2008.03
127,19691,2178,2009.03
134,21091,2307,2010.03
112,22661,2321,2011.03
94,24758,2324,2012.03
105,26062,2255,2013.03
104,28551,2273,2014.03
84,29962,2351,2015.03
76,29968,2495,2016.03
101,30302,2603,2017.03
92,31020,2806,2018.03
4803,31967,3075,2007.03
4948,33383,3289,2008.03
4876,35914,3560,2009.03
4843,37895,3948,2010.03
5305,39809,4276,2011.03
5518,42403,4354,2012.03
5737,1578,4701,2013.03
6091,1964,5037,2014.03
6749,2289,4864,2015.03
7349,2814,4959,2016.03
7502,3439,5170,2017.03
8171,3757,5477,2018.03
1408,3817,5701,2007.03
1860,4177,5972,2008.03
1281,4426,6349,2009.03
1725,5218,1573,2010.03
1961,7245,1563,2011.03
2269,8537,1695,2012.03
2400,9557,1774,2013.03
2576,11014,1773,2014.03
2775,13196,1814,2015.03
3150,13963,1954,2016.03
2662,15175,1996,2017.03
2631,14906,2094,2018.03
579,16055,2346,2007.03
629,15738,2764,2008.03
629,13416,2838,2009.03
649,13998,2650,2010.03
720,16519,2746,2011.03
681,19293,2539,2012.03
749,21581,2710,2013.03
775,22591,2806,2014.03
917,23216,2821,2015.03
868,21962,2945,2016.03
956,24769,3083,2017.03
1001,24987,32296,2018.03
6790,27656,36869,2007.03
7437,29655,40016,2008.03
6786,33607,42766,2009.03
7217,37431,44965,2010.03
7986,40320,44707,2011.03
8467,41132,45506,2012.03
8886,44639,47442,2013.03
9442,42952,51160,2014.03
10441,39037,54478,2015.03
11366,39992,58113,2016.03
11121,42326,60337,2017.03
11804,44712,62847,2018.03
,49365,65231,2007.03
,54111,67695,2008.03
,58219,70977,2009.03
,61302,75898,2010.03
,66826,80983,2011.03
,70959,86704,2012.03
,97,92640,2013.03
,109,98232,2014.03
,129,103630,2015.03
,159,106863,2016.03
,200,110314,2017.03
,235,115248,2018.03
,278,121947,2007.03
,301,125835,2008.03
,360,131421,2009.03
,404,136376,2010.03
,481,142861,2011.03
,551,153084,2012.03
,576,161970,2013.03
,633,170177,2014.03
,732,38401,2015.03
,786,43631,2016.03
,793,47414,2017.03
,769,50636,2018.03
355,782,53139,2007.03
384,815,53436,2008.03
412,843,54485,2009.03
456,900,56751,2010.03
474,947,60779,2011.03
524,963,64831,2012.03
551,977,69125,2013.03
529,962,72103,2014.03
560,916,75807,2015.03
591,904,78451,2016.03
617,881,81880,2017.03
666,912,86074,2018.03
527,959,91732,2007.03
576,964,97948,2008.03
633,1007,105180,2009.03
711,1048,112710,2010.03
772,1081,119600,2011.03
859,1137,127070,2012.03
900,1180,132850,2013.03
910,1308,137379,2014.03
978,1386,142905,2015.03
1039,1399,150765,2016.03
1112,1410,154960,2017.03
1208,1421,161638,2018.03
5458,1448,167964,2007.03
5805,1491,175409,2008.03
5325,1568,186449,2009.03
5528,1645,196803,2010.03
5371,1711,207940,2011.03
5675,6,4710,2012.03
5695,6,5315,2013.03
5950,7,5632,2014.03
6064,8,6123,2015.03
6310,11,6751,2016.03
6187,13,6424,2017.03
6189,15,6738,2018.03
,17,6672,2007.03
,20,6618,2008.03
,22,6844,2009.03
,25,6980,2010.03
,29,7216,2011.03
,28,7359,2012.03
,29,7906,2013.03
,31,7991,2014.03
,32,8426,2015.03
,33,8596,2016.03
,34,9139,2017.03
,36,9860,2018.03
,38,11170,2007.03
,42,12310,2008.03
,50,13304,2009.03
,54,14250,2010.03
,61,14193,2011.03
,72,15032,2012.03
,82,15613,2013.03
,89,15534,2014.03
,97,16089,2015.03
,96,16732,2016.03
,106,17455,2017.03
,112,18806,2018.03
5602,114,20161,2007.03
5964,120,20993,2008.03
5481,123,3527,2009.03
5678,125,4058,2010.03
5601,135,4218,2011.03
5893,137,4616,2012.03
5929,143,5062,2013.03
6161,154,4731,2014.03
6273,151,4988,2015.03
6480,155,4934,2016.03
6433,161,4820,2017.03
6461,171,4948,2018.03
,175,5116,2007.03
,183,5350,2008.03
,187,5551,2009.03
,207,6088,2010.03
,10,6112,2011.03
,12,6435,2012.03
,13,6510,2013.03
,17,6909,2014.03
,22,7337,2015.03
,26,8490,2016.03
,31,9253,2017.03
,36,9947,2018.03
,40,10690,2007.03
,46,10484,2008.03
,53,11017,2009.03
,58,11338,2010.03
,60,11440,2011.03
,68,12007,2012.03
,78,12458,2013.03
,86,12929,2014.03
,87,13971,2015.03
,90,15135,2016.03
,96,15624,2017.03
,112,1183,2018.03
114,120,1258,2007.03
122,130,1414,2008.03
134,126,1506,2009.03
143,133,1689,2010.03
154,133,1692,2011.03
151,140,1749,2012.03
152,150,1738,2013.03
176,156,1798,2014.03
179,168,1896,2015.03
164,205,1863,2016.03
170,216,1866,2017.03
180,231,1808,2018.03
199,248,1818,2007.03
210,271,1879,2008.03
223,287,1992,2009.03
232,302,2086,2010.03
254,309,2230,2011.03
237,352,2523,2012.03
266,353,2680,2013.03
293,334,3057,2014.03
303,339,3357,2015.03
286,338,3561,2016.03
298,339,3709,2017.03
316,359,4015,2018.03
7904,419,4274,2007.03
8082,447,4094,2008.03
8907,451,4082,2009.03
10864,12,4274,2010.03
9723,13,4526,2011.03
10339,16,4836,2012.03
10622,19,5025,2013.03
11928,25,5368,2014.03
13189,36,15758,2015.03
13813,51,16007,2016.03
14377,67,16591,2017.03
16066,82,18182,2018.03
,97,21176,2007.03
,118,19984,2008.03
,123,18493,2009.03
,126,16130,2010.03
,144,14516,2011.03
,168,12831,2012.03
,188,14631,2013.03
,230,22833,2014.03
,252,29693,2015.03
,275,20744,2016.03
,306,22063,2017.03
,349,25771,2018.03
,384,27725,2007.03
,392,29993,2008.03
,391,31515,2009.03
,387,30660,2010.03
,392,1082,2011.03
,389,1101,2012.03
,395,913,2013.03
,383,1015,2014.03
,410,1528,2015.03
,415,1340,2016.03
,380,1308,2017.03
,433,1998,2018.03
8047,463,747,2007.03
8312,496,1657,2008.03
9336,544,1911,2009.03
11238,630,1668,2010.03
10256,781,2375,2011.03
11000,877,2479,2012.03
11278,923,2768,2013.03
12655,981,3152,2014.03
14007,1042,2663,2015.03
14453,1101,2572,2016.03
14935,1176,2682,2017.03
16946,1288,3447,2018.03
,1360,389,2007.03
,1380,238,2008.03
,34,655,2009.03
,39,531,2010.03
,45,697,2011.03
,56,695,2012.03
,81,538,2013.03
,101,753,2014.03
,123,791,2015.03
,138,831,2016.03
,164,924,2017.03
,192,755,2018.03
0,241,1024,2007.03
0,288,1109,2008.03
0,309,1214,2009.03
0,344,1297,2010.03
0,397,1713,2011.03
0,429,1366,2012.03
0,465,2084,2013.03
0,502,1707,2014.03
0,530,12279,2015.03
0,619,12435,2016.03
0,640,12924,2017.03
0,676,14417,2018.03
,713,16691,2007.03
,761,15577,2008.03
,797,14368,2009.03
,815,11543,2010.03
,806,11520,2011.03
,812,9577,2012.03
,853,10602,2013.03
,946,18220,2014.03
,996,18760,2015.03
,1062,13735,2016.03
,1088,14838,2017.03
,1132,18257,2007.03
,1185,19836,2008.03
,1256,22577,2009.03
,1303,22691,2010.03
,1402,21149,2011.03
,1489,2037,2012.03
,1445,2260,2013.03
,1411,2098,2014.03
,1431,2234,2015.03
,1432,2184,2016.03
,1427,2238,2017.03
,1535,2197,2018.03
22457,1570,1752,2007.03
23242,1578,1475,2008.03
24116,12,771,2009.03
24417,14,1046,2010.03
25800,15,1977,2011.03
27625,18,7373,2012.03
28810,25,2990,2013.03
30390,30,2758,2014.03
31335,35,2890,2015.03
33451,39,3243,2016.03
36214,45,3281,2017.03
38282,51,3596,2018.03
697,58,3797,2007.03
742,64,-29,2008.03
795,67,-26,2009.03
818,73,1,2010.03
897,82,-15,2011.03
927,91,76,2012.03
765,93,133,2013.03
854,95,82,2014.03
946,98,84,2015.03
977,101,-17,2016.03
890,103,-4,2017.03
1009,105,149,2018.03
108,105,212,2007.03
139,107,161,2008.03
113,112,432,2009.03
123,116,486,2010.03
126,115,176,2011.03
151,115,271,2012.03
135,114,197,2013.03
156,117,461,2014.03
161,115,559,2015.03
157,111,-1120,2016.03
198,107,-3723,2017.03
192,106,906,2018.03
23261,106,2223,2007.03
24123,108,131,2008.03
25023,102,723,2009.03
25357,103,578,2010.03
26823,95,420,2011.03
28703,89,-979,2012.03
29710,83,1719,2013.03
31400,80,3337,2014.03
32442,79,3486,2015.03
34585,76,5044,2016.03
37302,76,4741,2017.03
39483,75,4675,2018.03
,74,5286,2007.03
,18,3996,2008.03
,20,6349,2009.03
,23,5311,2010.03
,31,6918,2011.03
,45,-1859,2012.03
,54,315,2013.03
,65,-1145,2014.03
,72,-286,2015.03
,84,-2256,2016.03
,93,-862,2017.03
,107,-317,2018.03
0,119,1583,2007.03
0,123,4743,2008.03
0,132,5047,2009.03
0,154,5676,2010.03
0,170,5163,2011.03
0,182,3579,2012.03
0,188,4187,2013.03
0,212,5662,2014.03
0,265,6172,2015.03
0,271,9080,2016.03
0,312,10559,2017.03
0,308,12113,2018.03
,322,13831,2007.03
,327,15648,2008.03
,338,15422,2009.03
,345,9068,2010.03
,372,3243,2011.03
,377,-5449,2012.03
,398,-161,2013.03
,467,4137,2014.03
,489,8001,2015.03
,495,9975,2016.03
,497,10987,2017.03
,486,13777,2018.03
,506,16694,2007.03
,496,15973,2008.03
,505,-2246,2009.03
,521,-137,2010.03
,496,-1692,2011.03
,465,-775,2012.03
,444,-2648,2013.03
,419,-1237,2014.03
,392,-590,2015.03
,374,1225,2016.03
,359,4288,2017.03
,336,4647,2018.03
14896,8,5141,2007.03
16509,9,4497,2008.03
17373,11,2625,2009.03
17118,14,3137,2010.03
18185,21,4624,2011.03
18764,25,4989,2012.03
19425,30,7670,2013.03
20757,32,8881,2014.03
21757,37,10271,2015.03
23445,41,11803,2016.03
25659,47,13621,2017.03
27313,53,12981,2018.03
,55,6860,2007.03
,60,747,2008.03
,69,-7492,2009.03
,74,-2333,2010.03
,90,1367,2011.03
,93,5287,2012.03
,98,6995,2013.03
,107,7805,2014.03
,103,10510,2015.03
,107,12898,2016.03
,107,12045,2017.03
,113,388,2018.03
,120,452,2007.03
,126,547,2008.03
,124,489,2009.03
,126,393,2010.03
,128,375,2011.03
,137,273,2012.03
,140,358,2013.03
,137,455,2014.03
,139,400,2015.03
,147,535,2016.03
,160,667,2017.03
,174,954,2018.03
15009,177,1050,2007.03
16632,186,1038,2008.03
17511,188,1182,2009.03
17277,182,1409,2010.03
18373,173,1678,2011.03
18928,165,1842,2012.03
19574,158,2028,2013.03
20878,150,2026,2014.03
21874,145,2441,2015.03
23568,137,2208,2016.03
25770,130,2496,2017.03
27475,20,2043,2018.03
,22,2172,2007.03
,26,2770,2008.03
,31,2714,2009.03
,43,2980,2010.03
,53,3182,2011.03
,64,3267,2012.03
,72,3796,2013.03
,85,3928,2014.03
,95,89,2015.03
,113,177,2016.03
,146,129,2017.03
,240,210,2018.03
794,340,377,2007.03
851,429,522,2008.03
896,478,364,2009.03
929,490,565,2010.03
962,486,693,2011.03
958,495,802,2012.03
992,513,1012,2013.03
1009,505,600,2014.03
998,515,673,2015.03
1020,508,1022,2016.03
1049,503,1355,2017.03
1108,525,1229,2018.03
,520,1255,2007.03
,497,1220,2008.03
,490,1045,2009.03
,476,1194,2010.03
,486,759,2011.03
,479,3878,2012.03
,456,351,2013.03
,451,1138,2014.03
,451,-2594,2015.03
,473,-978,2016.03
,496,-417,2017.03
,516,-2264,2018.03
1015,557,-627,2007.03
992,597,3077,2008.03
1072,580,1495,2009.03
1103,565,5194,2010.03
1140,570,26441,2011.03
1150,585,11619,2012.03
1195,620,5322,2013.03
1216,638,5050,2014.03
1261,648,4292,2015.03
1259,648,4191,2016.03
1265,7,5864,2017.03
1359,8,5310,2018.03
382,9,5415,2007.03
434,10,3166,2008.03
420,15,5780,2009.03
430,18,2764,2010.03
451,23,1618,2011.03
495,25,2578,2012.03
519,27,4057,2013.03
504,29,7943,2014.03
590,34,12738,2015.03
624,40,11617,2016.03
703,44,12398,2017.03
745,48,13460,2018.03
80,54,2832,2007.03
82,56,-15547,2008.03
87,59,5631,2009.03
88,57,7948,2010.03
93,60,5872,2011.03
106,63,8128,2012.03
109,69,6207,2013.03
119,72,5266,2014.03
123,73,8135,2015.03
129,75,10801,2016.03
126,78,15758,2017.03
140,81,16007,2018.03
,85,16591,2007.03
,88,18182,2008.03
,92,21176,2009.03
,103,19984,2010.03
,105,18493,2011.03
,100,16130,2012.03
,98,14516,2013.03
,104,12831,2014.03
,110,14631,2015.03
,123,22833,2016.03
,134,29693,2017.03
,150,20744,2018.03
462,165,22063,2007.03
516,161,25771,2008.03
507,157,27725,2009.03
517,156,29993,2010.03
544,153,31515,2011.03
600,150,30660,2012.03
627,152,1082,2013.03
623,154,1101,2014.03
714,166,913,2015.03
785,12,1015,2016.03
838,16,1528,2017.03
885,20,1340,2018.03
462,22,1308,2007.03
516,31,1998,2008.03
507,37,747,2009.03
517,44,1657,2010.03
544,50,1911,2011.03
600,55,1668,2012.03
627,60,2375,2013.03
623,70,2479,2014.03
714,88,2768,2015.03
785,112,3152,2016.03
838,144,2663,2017.03
,174,2572,2018.03
5642,196,2682,2007.03
6113,220,3447,2008.03
6770,246,389,2009.03
6940,251,238,2010.03
6982,250,655,2011.03
7074,252,531,2012.03
7130,250,697,2013.03
7355,245,695,2014.03
7598,246,538,2015.03
7920,253,753,2016.03
8328,260,791,2017.03
8814,292,831,2018.03
462,293,924,2007.03
516,292,755,2008.03
507,305,1024,2009.03
517,304,1109,2010.03
544,285,1214,2011.03
600,279,1297,2012.03
627,288,1713,2013.03
623,300,1366,2014.03
714,322,2084,2015.03
785,325,1707,2016.03
838,352,12279,2017.03
838,358,12435,2018.03
6592,348,12924,2007.03
7181,349,14417,2008.03
7921,349,16691,2009.03
8215,347,15577,2010.03
8291,346,14368,2011.03
8441,355,11543,2012.03
8520,370,11520,2013.03
8776,371,9577,2014.03
9111,11,10602,2015.03
9537,13,18220,2016.03
10063,15,18760,2017.03
10646,20,13735,2018.03
802,29,14838,2007.03
877,38,18257,2008.03
1042,46,19836,2009.03
1103,53,22577,2010.03
1145,62,22691,2011.03
1125,72,21149,2012.03
1200,86,2037,2013.03
1318,100,2260,2014.03
1461,110,2098,2015.03
1619,126,2234,2016.03
1763,149,2184,2017.03
1844,167,2238,2018.03
,179,2197,2007.03
,192,1752,2008.03
,200,1475,2009.03
,214,771,2010.03
,215,1046,2011.03
,215,1977,2012.03
,218,7373,2013.03
,230,2990,2014.03
,255,2758,2015.03
,266,2890,2016.03
,274,3243,2017.03
,276,3281,2018.03
,279,3596,2007.03
,299,3797,2008.03
,310,-29,2009.03
,335,-26,2010.03
,347,1,2011.03
,380,-15,2012.03
,429,76,2013.03
,475,133,2014.03
,505,82,2015.03
,546,84,2016.03
,569,-17,2017.03
,558,-4,2018.03
802,569,149,2007.03
877,595,212,2008.03
1042,618,161,2009.03
1104,642,432,2010.03
1145,680,486,2011.03
1125,712,176,2012.03
1201,747,271,2013.03
1319,4,197,2014.03
1462,5,461,2015.03
1620,5,559,2016.03
1763,6,-1120,2017.03
1845,8,-3723,2018.03
513,10,906,2007.03
554,11,2223,2008.03
630,13,131,2009.03
671,15,723,2010.03
694,16,578,2011.03
732,18,420,2012.03
739,20,-979,2013.03
762,20,1719,2014.03
827,22,3337,2015.03
828,26,3486,2016.03
846,30,5044,2017.03
876,33,4741,2018.03
6216,34,4675,2007.03
6629,37,5286,2008.03
7026,38,3996,2009.03
7429,40,6349,2010.03
7755,42,5311,2011.03
8128,45,6918,2012.03
8214,50,-1859,2013.03
8423,56,315,2014.03
8709,58,-1145,2015.03
8983,58,-286,2016.03
9318,57,-2256,2017.03
9538,57,-862,2018.03
6730,60,-317,2007.03
7182,60,1583,2008.03
7656,58,4743,2009.03
8100,57,5047,2010.03
8450,59,5676,2011.03
8860,61,5163,2012.03
8954,63,3579,2013.03
9185,61,4187,2014.03
9536,65,5662,2015.03
9811,64,6172,2016.03
10164,62,9080,2017.03
10414,59,10559,2018.03
4076,58,12113,2007.03
4552,58,13831,2008.03
4844,57,15648,2009.03
5148,61,15422,2010.03
5310,62,9068,2011.03
5403,63,3243,2012.03
5622,45,-5449,2013.03
5712,50,-161,2014.03
6075,56,4137,2015.03
6754,66,8001,2016.03
7277,87,9975,2017.03
7956,109,10987,2018.03
8423,131,13777,2007.03
8709,151,16694,2008.03
8983,179,15973,2009.03
9318,205,-2246,2010.03
9538,244,-137,2011.03
6730,277,-1692,2012.03
7182,284,-775,2013.03
7656,307,-2648,2014.03
8100,341,-1237,2015.03
8450,365,-590,2016.03
8860,404,1225,2017.03
8954,431,4288,2018.03
9185,455,4647,2007.03
9536,493,5141,2008.03
9811,517,4497,2009.03
,528,2625,2010.03
,540,3137,2011.03
,545,4624,2012.03
,556,4989,2013.03
,563,7670,2014.03
,579,8881,2015.03
,637,10271,2016.03
,654,11803,2017.03
,731,13621,2018.03
4082,778,12981,2007.03
4559,783,6860,2008.03
4841,806,747,2009.03
5147,857,-7492,2010.03
5308,920,-2333,2011.03
5402,1030,1367,2012.03
5621,1108,5287,2013.03
5715,1222,6995,2014.03
6083,1361,7805,2015.03
6762,1424,10510,2016.03
7285,1498,12898,2017.03
7965,1584,12045,2018.03
1148,1654,388,2007.03
1266,1733,452,2008.03
1492,1843,547,2009.03
1595,1984,489,2010.03
1646,2111,393,2011.03
1705,34,375,2012.03
1722,39,273,2013.03
1771,43,358,2014.03
1956,53,455,2015.03
1895,73,400,2016.03
1882,84,535,2017.03
1957,96,667,2018.03
4152,104,954,2007.03
4494,110,1050,2008.03
4927,119,1038,2009.03
5217,141,1182,2010.03
5383,164,1409,2011.03
5558,172,1678,2012.03
5790,190,1842,2013.03
5988,216,2028,2014.03
6224,232,2026,2015.03
6495,247,2441,2016.03
6724,255,2208,2017.03
6922,268,2496,2018.03
5300,277,2043,2007.03
5760,302,2172,2008.03
6418,326,2770,2009.03
6811,351,2714,2010.03
7029,378,2980,2011.03
7263,407,3182,2012.03
7512,451,3267,2013.03
7759,487,3796,2014.03
8180,510,3928,2015.03
8389,528,89,2016.03
8607,575,177,2017.03
8878,599,129,2018.03
4153,600,210,2007.03
4450,621,377,2008.03
4349,688,522,2009.03
4402,786,364,2010.03
4345,893,565,2011.03
4496,982,693,2012.03
4663,1097,802,2013.03
4796,1144,1012,2014.03
5198,1095,600,2015.03
5376,1051,673,2016.03
5765,1056,1022,2017.03
5927,1097,1355,2018.03
203,1151,1229,2007.03
210,1237,1255,2008.03
183,1334,1220,2009.03
213,1431,1045,2010.03
231,33,1194,2011.03
268,38,759,2012.03
264,45,3878,2013.03
304,59,351,2014.03
278,84,1138,2015.03
284,100,-2594,2016.03
358,115,-978,2017.03
373,124,-417,2018.03
53,139,-2264,2007.03
52,157,-627,2008.03
55,185,3077,2009.03
63,213,1495,2010.03
28,229,5194,2011.03
76,264,26441,2012.03
60,330,11619,2013.03
52,393,5322,2014.03
48,413,5050,2015.03
75,435,4292,2016.03
80,475,4191,2017.03
106,469,5864,2018.03
4410,481,5310,2007.03
4713,476,5415,2008.03
4587,482,3166,2009.03
4678,497,5780,2010.03
4603,512,2764,2011.03
4840,543,1618,2012.03
4986,548,2578,2013.03
5152,574,4057,2014.03
5524,563,7943,2015.03
5735,607,12738,2016.03
6203,641,11617,2017.03
6406,621,12398,2018.03
1167,618,13460,2007.03
1259,646,2832,2008.03
1324,664,-15547,2009.03
1365,741,5631,2010.03
1454,766,7948,2011.03
1524,835,5872,2012.03
1527,870,8128,2013.03
1634,855,6207,2014.03
1784,852,5266,2015.03
1865,865,8135,2016.03
1962,887,10801,2017.03
2074,915,5446,2018.03
223,969,5319,2007.03
240,1011,4819,2008.03
256,1036,5578,2009.03
262,17,9195,2010.03
252,21,7081,2011.03
272,26,4819,2012.03
263,37,1636,2013.03
270,54,-1610,2014.03
273,67,-3762,2015.03
274,79,-3966,2016.03
274,87,2932,2017.03
291,99,215,2018.03
209,112,-17,2007.03
224,133,1497,2008.03
252,154,4733,2009.03
276,164,5742,2010.03
281,188,7026,2011.03
290,234,5661,2012.03
337,278,5477,2013.03
364,302,540,2014.03
379,299,473,2015.03
408,335,114,2016.03
402,362,209,2017.03
396,390,690,2018.03
1599,409,489,2007.03
1724,407,360,2008.03
1831,414,999,2009.03
1902,426,-403,2010.03
1987,433,495,2011.03
2086,438,551,2012.03
2128,466,-44,2013.03
2269,482,329,2014.03
2435,522,508,2015.03
2547,549,568,2016.03
2638,549,1093,2017.03
2761,556,588,2018.03
128722,591,406,2007.03
139927,626,283,2008.03
140120,695,1023,2009.03
142987,741,80,2010.03
148603,828,-117,2011.03
154990,877,299,2012.03
157748,875,102,2013.03
170587,858,240,2014.03
177076,877,324,2015.03
186785,898,155,2016.03
199387,929,389,2017.03
214741,985,312,2018.03
4873,1008,344,2007.03
5584,1015,404,2008.03
5812,8,171,2009.03
6201,10,370,2010.03
6975,13,404,2011.03
7499,18,437,2012.03
7490,26,471,2013.03
7939,33,815,2014.03
8380,39,431,2015.03
8534,44,647,2016.03
8123,51,603,2017.03
8494,59,5160,2018.03
2746,70,5097,2007.03
2970,82,4745,2008.03
3206,86,5544,2009.03
3142,96,8470,2010.03
3328,120,6502,2011.03
3406,142,4828,2012.03
3705,162,1401,2013.03
3793,171,166,2014.03
3988,175,-2119,2015.03
4046,181,-2768,2016.03
4415,196,4099,2017.03
4732,202,467,2018.03
136341,216,-593,2007.03
148481,222,742,2008.03
149138,232,3552,2009.03
152330,235,4831,2010.03
158906,235,6384,2011.03
165895,233,4519,2012.03
168943,239,3549,2013.03
182320,255,-265,2014.03
189444,264,-60,2015.03
199365,274,-285,2016.03
211924,287,-175,2017.03
227966,311,-236,2018.03
3143,340,-313,2007.03
3323,381,-548,2008.03
3755,414,-1163,2009.03
3966,453,-1544,2010.03
4099,466,-2352,2011.03
4267,454,-2161,2012.03
4304,449,-1349,2013.03
4483,450,-966,2014.03
4924,446,-608,2015.03
4908,445,-551,2016.03
5023,457,-326,2017.03
5268,486,-503,2018.03
17312,497,-177,2007.03
18637,112,0,2008.03
20214,126,0,2009.03
21160,145,-69,2010.03
21755,182,-75,2011.03
22424,280,-54,2012.03
22879,316,-102,2013.03
23563,397,32,2014.03
24352,440,79,2015.03
25281,528,24,2016.03
26336,559,10,2017.03
27370,639,-141,2018.03
2086,735,-130,2007.03
2281,752,8,2008.03
2450,822,55,2009.03
2596,932,15,2010.03
2729,1082,272,2011.03
2820,1068,301,2012.03
2932,1010,-57,2013.03
3061,1021,12,2014.03
3209,1104,-18,2015.03
3354,1103,212,2016.03
3545,1125,302,2017.03
3718,1137,-2245,2018.03
22541,1106,-4736,2007.03
24241,1102,-103,2008.03
26419,1111,1223,2009.03
27722,1085,-1471,2010.03
28583,1120,-342,2011.03
29511,1138,-447,2012.03
30115,1260,-674,2013.03
31106,1283,-2057,2014.03
32485,1295,668,2015.03
33543,1378,2166,2016.03
34904,1481,2336,2017.03
36356,1587,5209,2018.03
55,1757,5609,1972.03
240,1825,3850,1973.03
14,2149,4741,1974.03
-1244,2237,4663,1975.03
-789,2310,5168,1976.03
-360,2423,4070,1977.03
-251,2577,5348,1978.03
132,2624,-150,1979.03
-321,2741,195,1980.03
-261,3002,183,1981.03
-888,3187,-480,1982.03
-986,3340,-1916,1983.03
-435,32,-2534,1984.03
-1078,37,-2116,1985.03
-1031,42,-173,1986.03
292,53,2932,1987.03
1461,75,3323,1988.03
2793,97,3812,1989.03
536,114,3184,1990.03
697,126,1251,1991.03
2801,141,1722,1992.03
2467,156,2980,1993.03
3088,181,3466,1994.03
2484,207,6069,1995.03
1802,212,7397,1996.03
